"Name","ID","Chr","Loc","Type"
"LINC01793","101927285","2","2p16.1","ncRNA"
"MIR4432","100616473","2","2p16.1","ncRNA"
"MIR4432HG","106660609","2","2p16.1","ncRNA"
"BCL11A","53335","2","2p16.1","protein-coding"
"PAPOLG","64895","2","2p16.1","protein-coding"
"REL-DT","400957","2","2p16.1","ncRNA"
"REL","5966","2","2p16.1","protein-coding"
"PEX13","5194","2","2p15","protein-coding"
"PUS10","150962","2","2p16.1-p15","protein-coding"
"SANBR","84542","2","2p15","protein-coding"
"C2orf74-DT","339803","2","2p15","ncRNA"
"SNORA70B","100124537","2","2p15","snoRNA"
"USP34","9736","2","2p15","protein-coding"
"XPO1","7514","2","2p15","protein-coding"
"FAM161A","84140","2","2p15","protein-coding"
"CCT4","10575","2","2p15","protein-coding"
"COMMD1","150684","2","2p15","protein-coding"
"B3GNT2","10678","2","2p15","protein-coding"
"MIR5192","100847087","2","2p15","ncRNA"
"TMEM17","200728","2","2p15","protein-coding"
"EHBP1","23301","2","2p15","protein-coding"
"EHBP1-AS1","100132215","2","2p15","ncRNA"
"OTX1","5013","2","2p15","protein-coding"
"MDH1","4190","2","2p15","protein-coding"
"WDPCP","51057","2","2p15","protein-coding"
"UGP2","7360","2","2p15","protein-coding"
"VPS54","51542","2","2p15-p14","protein-coding"
"LOC100507006","100507006","2","2p14","ncRNA"
"PELI1","57162","2","2p14","protein-coding"
"LINC00309","150992","2","2p14","ncRNA"
"MIR4433B","102465833","2","2p14","ncRNA"
"LGALSL","29094","2","2p14","protein-coding"
"AFTPH","54812","2","2p14","protein-coding"
"LINC02579","339807","2","2p14","ncRNA"
"SERTAD2","9792","2","2p14","protein-coding"
"LINC01800","101927438","2","2p14","ncRNA"
"LINC02245","400958","2","2p14","ncRNA"
"SLC1A4","6509","2","2p14","protein-coding"
"CEP68","23177","2","2p14","protein-coding"
"RAB1A","5861","2","2p14","protein-coding"
"ACTR2","10097","2","2p14","protein-coding"
"SPRED2","200734","2","2p14","protein-coding"
"MIR4778","100616464","2","2p14","ncRNA"
"LINC01873","729348","2","2p14","ncRNA"
"MEIS1","4211","2","2p14","protein-coding"
"MEIS1-AS3","730198","2","2p14","ncRNA"
"MEIS1-AS2","100873998","2","2p14","ncRNA"
"LINC01798","100507073","2","2p14","ncRNA"
"LINC01797","101927577","2","2p14","ncRNA"
"LINC01799","101060019","2","2p14","ncRNA"
"LINC01628","102724321","2","2p14","ncRNA"
"LINC01828","102800447","2","2p14","ncRNA"
"LOC101927661","101927661","2","2p14","ncRNA"
"LINC01829","644838","2","2p14","ncRNA"
"ETAA1","54465","2","2p14","protein-coding"
"LINC01812","101927701","2","2p14","ncRNA"
"C1D","10438","2","2p14","protein-coding"
"PNO1","56902","2","2p14","protein-coding"
"PPP3R1","5534","2","2p14","protein-coding"
"DNAAF10","116143","2","2p14","protein-coding"
"CNRIP1","25927","2","2p14","protein-coding"
"PLEK","5341","2","2p14","protein-coding"
"FBXO48","554251","2","2p13.3","protein-coding"
"APLF","200558","2","2p13.3","protein-coding"
"PROKR1","10887","2","2p13.3","protein-coding"
"ARHGAP25","9938","2","2p13.3","protein-coding"
"BMP10","27302","2","2p13.3","protein-coding"
"GKN2","200504","2","2p13.3","protein-coding"
"GKN1","56287","2","2p13.3","protein-coding"
"ANTXR1","84168","2","2p13.3","protein-coding"
"MIR3126","100423030","2","2p13.3","ncRNA"
"GFPT1","2673","2","2p13.3","protein-coding"
"NFU1","27247","2","2p13.3","protein-coding"
"SNORA36C","100124535","2","2p13.3","snoRNA"
"ANXA4","307","2","2p13.3","protein-coding"
"AAK1","22848","2","2p13.3","protein-coding"
"GMCL1","64395","2","2p13.3","protein-coding"
"SNRNP27","11017","2","2p13.3","protein-coding"
"MXD1","4084","2","2p13.3","protein-coding"
"ASPRV1","151516","2","2p13.3","protein-coding"
"PCBP1","5093","2","2p13.3","protein-coding"
"PCBP1-AS1","400960","2","2p13.3","ncRNA"
"LINC01816","100133985","2","2p13.3","ncRNA"
"C2orf42","54980","2","2p13.3","protein-coding"
"TIA1","7072","2","2p13.3","protein-coding"
"PCYOX1","51449","2","2p13.3","protein-coding"
"SNRPG","6637","2","2p13.3","protein-coding"
"FAM136A","84908","2","2p13.3","protein-coding"
"TGFA-IT1","100874273","2","2p13.3","ncRNA"
"TGFA","7039","2","2p13.3","protein-coding"
"ADD2","119","2","2p13.3","protein-coding"
"FIGLA","344018","2","2p13.3","protein-coding"
"CLEC4F","165530","2","2p13.3","protein-coding"
"CD207","50489","2","2p13.3","protein-coding"
"LINC01143","104355141","2","2p13.3","ncRNA"
"VAX2","25806","2","2p13.3","protein-coding"
"ATP6V1B1","525","2","2p13.3","protein-coding"
"ANKRD53","79998","2","2p13.3","protein-coding"
"ATP6V1B1-AS1","101927750","2","2p13.3","ncRNA"
"TEX261","113419","2","2p13.3","protein-coding"
"NAGK","55577","2","2p13.3","protein-coding"
"MCEE","84693","2","2p13.3","protein-coding"
"MPHOSPH10","10199","2","2p13.3","protein-coding"
"PAIP2B","400961","2","2p13.3","protein-coding"
"ZNF638","27332","2","2p13.2","protein-coding"
"DYSF","8291","2","2p13.2","protein-coding"
"CYP26B1","56603","2","2p13.2","protein-coding"
"EXOC6B","23233","2","2p13.2","protein-coding"
"SPR","6697","2","2p13.2","protein-coding"
"EMX1","2016","2","2p13.2","protein-coding"
"SFXN5","94097","2","2p13.2","protein-coding"
"RAB11FIP5","26056","2","2p13.2","protein-coding"
"NOTO","344022","2","2p13.2","protein-coding"
"SMYD5","10322","2","2p13.2","protein-coding"
"PRADC1","84279","2","2p13.2","protein-coding"
"CCT7","10574","2","2p13.2","protein-coding"
"FBXO41","150726","2","2p13.2","protein-coding"
"EGR4","1961","2","2p13.2","protein-coding"
"ALMS1","7840","2","2p13.1","protein-coding"
"ALMS1-IT1","100874291","2","2p13.1","ncRNA"
"NAT8","9027","2","2p13.1","protein-coding"
"NAT8B","51471","2","2p13.1","pseudo"
"TPRKB","51002","2","2p13.1","protein-coding"
"DUSP11","8446","2","2p13.1","protein-coding"
"STAMBP","10617","2","2p13.1","protein-coding"
"ACTG2","72","2","2p13.1","protein-coding"
"DGUOK","1716","2","2p13.1","protein-coding"
"DGUOK-AS1","100874048","2","2p13.1","ncRNA"
"TET3","200424","2","2p13.1","protein-coding"
"BOLA3","388962","2","2p13.1","protein-coding"
"BOLA3-DT","100507171","2","2p13.1","ncRNA"
"MOB1A","55233","2","2p13.1","protein-coding"
"MTHFD2","10797","2","2p13.1","protein-coding"
"SLC4A5","57835","2","2p13.1","protein-coding"
"DCTN1-AS1","100189589","2","2p13.1","ncRNA"
"DCTN1","1639","2","2p13.1","protein-coding"
"C2orf81","388963","2","2p13.1","protein-coding"
"WDR54","84058","2","2p13.1","protein-coding"
"RTKN","6242","2","2p13.1","protein-coding"
"INO80B","83444","2","2p13.1","protein-coding"
"INO80B-WBP1","100532735","2","2p13.1","ncRNA"
"WBP1","23559","2","2p13.1","protein-coding"
"MOGS","7841","2","2p13.1","protein-coding"
"MRPL53","116540","2","2p13.1","protein-coding"
"TTC31","64427","2","2p13.1","protein-coding"
"CCDC142","84865","2","2p13.1","protein-coding"
"LBX2-AS1","151534","2","2p13.1","ncRNA"
"LBX2","85474","2","2p13.1","protein-coding"
"PCGF1","84759","2","2p13.1","protein-coding"
"TLX2","3196","2","2p13.1","protein-coding"
"DQX1","165545","2","2p13.1","protein-coding"
"HTRA2","27429","2","2p13.1","protein-coding"
"AUP1","550","2","2p13.1","protein-coding"
"DOK1","1796","2","2p13.1","protein-coding"
"LOXL3","84695","2","2p13.1","protein-coding"
"M1AP","130951","2","2p13.1","protein-coding"
"SEMA4F","10505","2","2p13.1","protein-coding"
"HK2","3099","2","2p12","protein-coding"
"LINC01291","102724515","2","2p12","ncRNA"
"POLE4","56655","2","2p12","protein-coding"
"MIR5000","100846995","2","2p12","ncRNA"
"TACR1","6869","2","2p12","protein-coding"
"EVA1A-AS","101927884","2","2p12","ncRNA"
"EVA1A","84141","2","2p12","protein-coding"
"MRPL19","9801","2","2p12","protein-coding"
"GCFC2","6936","2","2p12","protein-coding"
"LRRTM4-AS1","101927907","2","2p12","ncRNA"
"LRRTM4","80059","2","2p12","protein-coding"
"LINC01851","101927926","2","2p12","ncRNA"
"LOC101927948","101927948","2","2p12","ncRNA"
"REG3G","130120","2","2p12","protein-coding"
"REG1B","5968","2","2p12","protein-coding"
"CTNNA2","1496","2","2p12","protein-coding"
"CTNNA2-AS1","101927987","2","2p12","ncRNA"
"MIR4264","100422888","2","2p12","ncRNA"
"MIR8080","102465877","2","2p12","ncRNA"
"LRRTM1","347730","2","2p12","protein-coding"
"LINC01815","100507201","2","2p12","ncRNA"
"SUCLG1","8802","2","2p11.2","protein-coding"
"DNAH6","1768","2","2p11.2","protein-coding"
"TMSB10","9168","2","2p11.2","protein-coding"
"TRABD2A","129293","2","2p11.2","protein-coding"
"KCMF1","56888","2","2p11.2","protein-coding"
"TCF7L1","83439","2","2p11.2","protein-coding"
"TGOLN2","10618","2","2p11.2","protein-coding"
"ELMOD3","84173","2","2p11.2","protein-coding"
"RETSAT","54884","2","2p11.2","protein-coding"
"CAPG","822","2","2p11.2","protein-coding"
"SH2D6","284948","2","2p11.2","protein-coding"
"MAT2A","4144","2","2p11.2","protein-coding"
"GGCX","2677","2","2p11.2","protein-coding"
"VAMP8","8673","2","2p11.2","protein-coding"
"VAMP5","10791","2","2p11.2","protein-coding"
"RNF181","51255","2","2p11.2","protein-coding"
"USP39","10713","2","2p11.2","protein-coding"
"TMEM150A","129303","2","2p11.2","protein-coding"
"C2orf68","388969","2","2p11.2","protein-coding"
"SFTPB","6439","2","2p11.2","protein-coding"
"GNLY","10578","2","2p11.2","protein-coding"
"ATOH8","84913","2","2p11.2","protein-coding"
"MIR6071","102466516","2","2p11.2","ncRNA"
"LOC284950","284950","2","2p11.2","ncRNA"
"ST3GAL5","8869","2","2p11.2","protein-coding"
"ST3GAL5-AS1","101928113","2","2p11.2","ncRNA"
"POLR1A","25885","2","2p11.2","protein-coding"
"PTCD3","55037","2","2p11.2","protein-coding"
"SNORD94","692225","2","2p11.2","snoRNA"
"MIR4779","100616159","2","2p11.2","ncRNA"
"IMMT","10989","2","c(""2p11.2"", ""2"")","protein-coding"
"MRPL35","51318","2","2p11.2","protein-coding"
"REEP1","65055","2","2p11.2","protein-coding"
"KDM3A","55818","2","2p11.2","protein-coding"
"CHMP3","51652","2","2p11.2","protein-coding"
"RNF103","7844","2","2p11.2","protein-coding"
"RMND5A","64795","2","2p11.2","protein-coding"
"RNF103-CHMP3","100526767","2","2p11.2","protein-coding"
"CD8A","925","2","2p11.2","protein-coding"
"CD8B","926","2","2p11.2","protein-coding"
"CYTOR","112597","2","2p11.2","ncRNA"
"KRCC1","51315","2","2p11.2","protein-coding"
"SMYD1","150572","2","2p11.2","protein-coding"
"MIR4780","100616447","2","2p11.2","ncRNA"
"FABP1","2168","2","2p11.2","protein-coding"
"THNSL2","55258","2","2p11.2","protein-coding"
"FOXI3","344167","2","2p11.2","protein-coding"
"TEX37","200523","2","2p11.2","protein-coding"
"LOC101928371","101928371","2","2p11.2","ncRNA"
"EIF2AK3","9451","2","2p11.2","protein-coding"
"RPIA","22934","2","2p11.2","protein-coding"
"MIR4436A","100616399","2","2p11.2","ncRNA"
"TEKT4","150483","2","2q11.1","protein-coding"
"MAL","4118","2","2q11.1","protein-coding"
"MRPS5","64969","2","2q11.1","protein-coding"
"ZNF514","84874","2","2q11.1","protein-coding"
"ZNF2","7549","2","2q11.1","protein-coding"
"PROM2","150696","2","2q11.1","protein-coding"
"KCNIP3","30818","2","2q11.1","protein-coding"
"FAHD2A","51011","2","2q11.1","protein-coding"
"TRIM43","129868","2","2q11.1","protein-coding"
"LINC00342","150759","2","2q11.1","ncRNA"
"ADRA2B","151","2","2q11.2","protein-coding"
"ASTL","431705","2","2q11.2","protein-coding"
"DUSP2","1844","2","2q11.2","protein-coding"
"STARD7-AS1","285033","2","2q11.2","ncRNA"
"STARD7","56910","2","2q11.2","protein-coding"
"TMEM127","55654","2","2q11.2","protein-coding"
"CIAO1","9391","2","2q11.2","protein-coding"
"SNRNP200","23020","2","2q11.2","protein-coding"
"ITPRIPL1","150771","2","2q11.2","protein-coding"
"NCAPH","23397","2","2q11.2","protein-coding"
"NEURL3","93082","2","2q11.2","protein-coding"
"ARID5A","10865","2","2q11.2","protein-coding"
"FER1L5","90342","2","2q11.2","protein-coding"
"KANSL3","55683","2","2q11.2","protein-coding"
"LMAN2L","81562","2","2q11.2","protein-coding"
"CNNM4","26504","2","2q11.2","protein-coding"
"MIR3127","100422928","2","2q11.2","ncRNA"
"CNNM3","26505","2","2q11.2","protein-coding"
"ANKRD23","200539","2","2q11.2","protein-coding"
"ANKRD39","51239","2","2q11.2","protein-coding"
"SEMA4C","54910","2","2q11.2","protein-coding"
"FAM178B","51252","2","2q11.2","protein-coding"
"FAHD2B","151313","2","2q11.2","protein-coding"
"COX5B","1329","2","2q11.2","protein-coding"
"ACTR1B","10120","2","2q11.2","protein-coding"
"C2orf92","728537","2","2q11.2","protein-coding"
"ZAP70","7535","2","2q11.2","protein-coding"
"TMEM131","23505","2","2q11.2","protein-coding"
"VWA3B","200403","2","2q11.2","protein-coding"
"CNGA3","1261","2","2q11.2","protein-coding"
"INPP4A","3631","2","2q11.2","protein-coding"
"COA5","493753","2","2q11.2","protein-coding"
"UNC50","25972","2","2q11.2","protein-coding"
"MGAT4A","11320","2","2q11.2","protein-coding"
"LINC02611","101927070","2","2q11.2","ncRNA"
"CRACDL","343990","2","2q11.2","protein-coding"
"C2orf15","150590","2","2q11.2","protein-coding"
"LIPT1","51601","2","2q11.2","protein-coding"
"MRPL30","51263","2","2q11.2","protein-coding"
"MITD1","129531","2","2q11.2","protein-coding"
"EIF5B","9669","2","2q11.2","protein-coding"
"TXNDC9","10190","2","2q11.2","protein-coding"
"REV1","51455","2","2q11.2","protein-coding"
"AFF3","3899","2","2q11.2","protein-coding"
"LINC01104","150577","2","2q11.2","ncRNA"
"LONRF2","164832","2","2q11.2","protein-coding"
"CHST10","9486","2","2q11.2","protein-coding"
"NMS","129521","2","2q11.2","protein-coding"
"PDCL3","79031","2","2q11.2","protein-coding"
"NPAS2","4862","2","2q11.2","protein-coding"
"NPAS2-AS1","101927142","2","2q11.2","ncRNA"
"RPL31","6160","2","2q11.2","protein-coding"
"CNOT11","55571","2","2q11.2","protein-coding"
"TBC1D8","11138","2","2q11.2","protein-coding"
"SNORD89","692205","2","2q11.2","snoRNA"
"RNF149","284996","2","2q11.2","protein-coding"
"MIR5696","100847007","2","2q11.2","ncRNA"
"CREG2","200407","2","2q11.2","protein-coding"
"RFX8","731220","2","2q11.2","protein-coding"
"MAP4K4","9448","2","2q11.2","protein-coding"
"LINC01127","100506328","2","2q11.2","ncRNA"
"IL1R2","7850","2","2q11.2","protein-coding"
"IL1R1","3554","2","2q11.2-q12.1","protein-coding"
"IL1RL2","8808","2","2q12.1","protein-coding"
"IL1RL1","9173","2","2q12.1","protein-coding"
"IL18R1","8809","2","2q12.1","protein-coding"
"IL18RAP","8807","2","2q12.1","protein-coding"
"MIR4772","100616157","2","2q12.1","ncRNA"
"SLC9A4","389015","2","2q12.1","protein-coding"
"SLC9A2","6549","2","2q12.1","protein-coding"
"MFSD9","84804","2","2q12.1","protein-coding"
"TMEM182","130827","2","2q12.1","protein-coding"
"LINC01102","150568","2","2q12.1","ncRNA"
"LINC01103","101927360","2","2q12.1","ncRNA"
"LINC01114","284998","2","2q12.1","ncRNA"
"PANTR1","100506421","2","2q12.1","ncRNA"
"POU3F3","5455","2","2q12.1","protein-coding"
"LINC01159","102682016","2","2q12.1","ncRNA"
"MRPS9","64965","2","2q12.1","protein-coding"
"MRPS9-AS2","102724691","2","2q12.1","ncRNA"
"MRPS9-AS1","101927492","2","2q12.1","ncRNA"
"GPR45","11250","2","2q12.1","protein-coding"
"TGFBRAP1","9392","2","2q12.1-q12.2","protein-coding"
"C2orf49","79074","2","2q12.2","protein-coding"
"FHL2","2274","2","2q12.2","protein-coding"
"NCK2","8440","2","2q12.2","protein-coding"
"ECRG4","84417","2","2q12.2","protein-coding"
"UXS1","80146","2","2q12.2","protein-coding"
"RGPD3","653489","2","2q12.2","protein-coding"
"ST6GAL2","84620","2","2q12.3","protein-coding"
"GACAT1","104326057","2","2q12.3","ncRNA"
"RGPD4-AS1","729121","2","2q12.3","ncRNA"
"SLC5A7","60482","2","2q12.3","protein-coding"
"LINC01593","107178918","2","2q12.3","ncRNA"
"LINC01594","102724774","2","2q12.3","ncRNA"
"SULT1C3","442038","2","2q12.3","protein-coding"
"SULT1C2","6819","2","2q12.3","protein-coding"
"SULT1C4","27233","2","2q12.3","protein-coding"
"GCC2","9648","2","2q12.3","protein-coding"
"GCC2-AS1","644903","2","2q12.3","ncRNA"
"LIMS1","3987","2","2q12.3","protein-coding"
"RANBP2","5903","2","2q13","protein-coding"
"CCDC138","165055","2","2q13","protein-coding"
"EDAR","10913","2","2q13","protein-coding"
"SH3RF3-AS1","100287216","2","2q13","ncRNA"
"SH3RF3","344558","2","2q13","protein-coding"
"MIR4265","100422863","2","2q13","ncRNA"
"MIR4266","100423027","2","2q13","ncRNA"
"SEPTIN10","151011","2","2q13","protein-coding"
"SOWAHC","65124","2","2q13","protein-coding"
"MALL","7851","2","2q13","protein-coding"
"NPHP1","4867","2","2q13","protein-coding"
"BUB1","699","2","2q13","protein-coding"
"ACOXL","55289","2","2q13","protein-coding"
"ACOXL-AS1","400997","2","2q13","ncRNA"
"BCL2L11","10018","2","2q13","protein-coding"
"MIR4435-2HG","541471","2","2q13","ncRNA"
"ANAPC1","64682","2","2q13","protein-coding"
"MERTK","10461","2","2q13","protein-coding"
"TMEM87B","84910","2","2q13","protein-coding"
"FBLN7","129804","2","2q13-q14.1","protein-coding"
"ZC3H8","84524","2","2q14.1","protein-coding"
"ZC3H6","376940","2","2q14.1","protein-coding"
"TTL","150465","2","2q14.1","protein-coding"
"POLR1B","84172","2","2q14.1","protein-coding"
"CHCHD5","84269","2","2q14.1","protein-coding"
"SLC20A1-DT","400999","2","2q14.1","ncRNA"
"SLC20A1","6574","2","2q14.1","protein-coding"
"CKAP2L","150468","2","2q14.1","protein-coding"
"IL1A","3552","2","2q14.1","protein-coding"
"IL1B","3553","2","2q14.1","protein-coding"
"IL37","27178","2","2q14.1","protein-coding"
"IL36G","56300","2","2q14.1","protein-coding"
"IL36A","27179","2","2q14.1","protein-coding"
"IL36RN","26525","2","2q14.1","protein-coding"
"IL1F10","84639","2","2q14.1","protein-coding"
"IL1RN","3557","2","2q14.1","protein-coding"
"PSD4","23550","2","2q14.1","protein-coding"
"PAX8-AS1","654433","2","2q14.1","ncRNA"
"PAX8","7849","2","2q14.1","protein-coding"
"ZNG1B","150472","2","2q14.1","protein-coding"
"RABL2A","11159","2","2q14.1","protein-coding"
"MIR4782","100616208","2","2q14.1","ncRNA"
"SLC35F5","80255","2","2q14.1","protein-coding"
"ACTR3-AS1","101060091","2","2q14.1","ncRNA"
"ACTR3","10096","2","2q14.1","protein-coding"
"LINC01191","440900","2","2q14.1","ncRNA"
"DPP10","57628","2","2q14.1","protein-coding"
"DPP10-AS3","101927591","2","2q14.1","ncRNA"
"DPP10-AS1","389023","2","2q14.1","ncRNA"
"DDX18","8886","2","2q14.1","protein-coding"
"CCDC93","54520","2","2q14.1","protein-coding"
"INSIG2","51141","2","2q14.1-q14.2","protein-coding"
"EN1","2019","2","2q14.2","protein-coding"
"MARCO","8685","2","2q14.2","protein-coding"
"C1QL2","165257","2","2q14.2","protein-coding"
"STEAP3","55240","2","2q14.2","protein-coding"
"STEAP3-AS1","100874111","2","2q14.2","ncRNA"
"C2orf76","130355","2","2q14.2","protein-coding"
"DBI","1622","2","2q14.2","protein-coding"
"TMEM37","140738","2","2q14.2","protein-coding"
"SCTR","6344","2","2q14.2","protein-coding"
"CFAP221","200373","2","2q14.2","protein-coding"
"TMEM177","80775","2","2q14.2","protein-coding"
"PTPN4","5775","2","2q14.2","protein-coding"
"EPB41L5","57669","2","2q14.2","protein-coding"
"TMEM185B","79134","2","2q14.2","protein-coding"
"RALB","5899","2","2q14.2","protein-coding"
"INHBB","3625","2","2q14.2","protein-coding"
"LINC01101","84931","2","2q14.2","ncRNA"
"GLI2","2736","2","2q14.2","protein-coding"
"TFCP2L1","29842","2","2q14.2","protein-coding"
